review,sentiment
It's Okay I like it but isn't the best,1
Its bakwass app always you have to update it nd secondly great issue is that uhh get great issue in log in 😠,1
Audio was at the rate of 5/10 (for me).,1
Good bit sometimes it's not working,0
It is quite good. But one thing is that i would like the link creator to have a power or a tool to mute all the audience. This is my humble request please remake it in setting,1
बहुत ही अच्छी सहायता के लिए के माध्यम मिटिंग की सुविधा है,1
It is a very good app but I want to give a suggestion that there should be a option to add background in android also.,1
Mohon virtual background di kembangkan untuk Redmi Note 9,1
I with almost all of my classmates are facing the same problem it just shows connecting after recent update even though I have a network strength of 200 mbps. It's irritating. Please fix this our classes are getting affected due to this,1
Can't listen to anything. I find google meet far better than this.,0
Good,2
"I'm glad we are giving a free meal to our visitors. great time to be close to our families. thank you froedtert,",2
Sound terrible,0
Nice app but why I am unable to update the app please reply me,0
Good,1
Lodu aap,0
Audio was good. Would like to see everyone on the chat on my android,2
"I'm getting no notification in my mobile. I have enabled all notification settings, battery optimization settings, data usage settings, enabled auto start. Still not getting any notifications.",0
"Solve more technical issues ,poor voice quality ,taking to much time make room and joining issue occur,approx wrost experience comparison to other apps",0
SOOOOOO MUCH LAAAGGG,0
You should add an option for turning off the video of others except the spotlighted person or organizer.,2
Jreu,1
Very helpful App but kindly add a flashlight option for video clarity.,2
To view screen thats being shared doesnt work,1
Unable to use host control from mobile pathetic no features,0
Nice,1
It's very good ☺️☺️ app . But some time it stopped the meeting suddenly again and again,1
This app is not able to down loading. Gone through the play store Clicked The app but not been downloaded What r the reason Srikant,1
This application is really good for official communication,2
"Generally good though I'm often frustrated by the chat function as this doesn't automatically scroll on my Android device, meaning the pop up keyboard covers the text I'm typing so it can't be seen",1
"After the last update the notification has a circle f instead of circle w, very annoying mixing up notifications. Please fix.",2
So useful for me,2
experience was Not so good but ok ok,1
On,0
Great app.,2
It is very good app,1
"I can live without the backgrounds. But I hate it when my connection is poor and I can't see anyone, but the real problem is when I can't see anyone I can't tell if their camera is off or it's just a bad connection. There should really be a text at the bottom that tells you when it's just a poor connection.",2
I need to use it first ok,2
We want ester,0
"The app is Quite Nice, but sometimes distorted video nd audio occurs inspite of the good network connection, it will be worthy if worked on that.",1
nasi nmxmlkt5 5,1
Niccc'ccccccccccccccccccceeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeerr,2
I like this app but there is problem that when ever I open this app it show that your account is log out and is not opening Thanku you,2
Great,2
"Lots of apps,but no watsapp why",1
Easy to use. Great place for meeting over distances and providing slide shows.,2
It's a very good app but sometimes background is not working but it's a very good app,2
Wonderful session and very much innovative,2
From last year I am using this app it was all good but today it was worst experience for me as the Google meet app was not working properly.After joining immediately it ask about the feedback.Today I cannot do the class properly I have send three links but it is of no use then again i update it the app but the links cut off the audio sound was bad i cannot hear anything.,1
"i can't open files/documents, please fix this bug.",0
"It's a good app in the biggening but now it's creating problems while I join my class so it shows ""connecting"" but still couldn't connect I have this problem and it really sucks 😫",0
